          INCREMENT NUMBER    1  AT FREQUENCY (CYCLES/TIME) =   500.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000539 SSD  7.3402842E-06 
   5000553     -7.4158668E-06 
   5000553 SSD  1.9817950E-05 
   5000659      4.6980923E-05 
   5000659 SSD -2.2566448E-05 
   5000764     -1.0482146E-05 
   5000764 SSD  2.7830687E-05 

 MAXIMUM         5.3296E-05
 AT NODE           5000508

 MINIMUM        -2.2566E-05
 AT NODE           5000659


          INCREMENT NUMBER   23  AT FREQUENCY (CYCLES/TIME) =   720.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456     -5.6497230E-06 
   5000456 SSD  2.0499067E-05 
   5000508     -2.2428052E-05 
   5000508 SSD  6.6079800E-05 
   5000539      4.5299511E-06 
   5000539 SSD  5.0526151E-06 
   5000553     -5.8339872E-06 
   5000553 SSD  2.0812672E-05 
   5000659      5.3268813E-05 
   5000659 SSD -3.1607044E-05 
   5000764     -9.9024871E-06 
   5000764 SSD  3.1203913E-05 

 MAXIMUM         6.6080E-05
 AT NODE           5000508

 MINIMUM        -3.1607E-05
 AT NODE           5000659


          INCREMENT NUMBER   24  AT FREQUENCY (CYCLES/TIME) =   730.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456     -4.1479553E-06 
   5000456 SSD  2.1561866E-05 
   5000508     -3.5458735E-05 
   5000508 SSD  8.5159960E-05 
   5000539      7.8491873E-06 
   5000539 SSD  1.1109734E-06 
   5000553     -4.3468185E-06 
   5000553 SSD  2.1943393E-05 
   5000659      6.3243381E-05 
   5000659 SSD -4.6101117E-05 
   5000764     -9.8400451E-06 
   5000764 SSD  3.5982482E-05 

 MAXIMUM         8.5160E-05
 AT NODE           5000508

 MINIMUM        -4.6101E-05
 AT NODE           5000659


          INCREMENT NUMBER   25  AT FREQUENCY (CYCLES/TIME) =   740.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456     -2.6611222E-06 
   5000456 SSD  2.2717554E-05 
   5000508     -5.7114755E-05 
   5000508 SSD  1.1736067E-04 
   5000539      1.2543987E-05 
   5000539 SSD -6.4095354E-06 
   5000553     -2.8907931E-06 
   5000553 SSD  2.3221959E-05 
   5000659      8.0551663E-05 
   5000659 SSD -7.2029333E-05 
   5000764     -1.0719969E-05 
   5000764 SSD  4.3565404E-05 

 MAXIMUM         1.1736E-04
 AT NODE           5000508

 MINIMUM        -7.2029E-05
 AT NODE           5000659


          INCREMENT NUMBER   26  AT FREQUENCY (CYCLES/TIME) =   750.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456     -1.1120215E-06 
   5000456 SSD  2.3897845E-05 
   5000508     -1.0273388E-04 
   5000508 SSD  1.8499739E-04 
   5000539      2.1007575E-05 
   5000539 SSD -2.3842516E-05 
   5000553     -1.4136250E-06 
   5000553 SSD  2.4672170E-05 
   5000659      1.1727244E-04 
   5000659 SSD -1.2906649E-04 
   5000764     -1.4077966E-05 
   5000764 SSD  5.8523207E-05 

 MAXIMUM         1.8500E-04
 AT NODE           5000508

 MINIMUM        -1.2907E-04
 AT NODE           5000659


          INCREMENT NUMBER   27  AT FREQUENCY (CYCLES/TIME) =   760.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      7.1451980E-07 
   5000456 SSD  2.4591081E-05 
   5000508     -2.6876628E-04 
   5000508 SSD  4.2856778E-04 
   5000539      4.8092941E-05 
   5000539 SSD -9.1195365E-05 
   5000553      1.4113529E-07 
   5000553 SSD  2.6364343E-05 
   5000659      2.4965939E-04 
   5000659 SSD -3.4136489E-04 
   5000764     -2.9845705E-05 
   5000764 SSD  1.0957971E-04 

 MAXIMUM         4.2857E-04
 AT NODE           5000508

 MINIMUM        -3.4136E-04
 AT NODE           5000659


          INCREMENT NUMBER   28  AT FREQUENCY (CYCLES/TIME) =   770.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      2.6313230E-07 
   5000456 SSD  3.3010793E-05 
   5000508      9.1811764E-04 
   5000508 SSD -1.2979251E-03 
   5000539     -1.3247249E-04 
   5000539 SSD  4.0317662E-04 
   5000553      1.6461332E-06 
   5000553 SSD  2.7617217E-05 
   5000659     -6.8735010E-04 
   5000659 SSD  1.1884073E-03 
   5000764      9.4409855E-05 
   5000764 SSD -2.4170950E-04 

 MAXIMUM         1.1884E-03
 AT NODE           5000659

 MINIMUM        -1.2979E-03
 AT NODE           5000508


          INCREMENT NUMBER   29  AT FREQUENCY (CYCLES/TIME) =   780.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      3.3318694E-06 
   5000456 SSD  3.1112145E-05 
   5000508      2.0044098E-04 
   5000508 SSD -2.4959951E-04 
   5000539     -2.0267531E-05 
   5000539 SSD  1.0705809E-04 
   5000553      3.5314546E-06 
   5000553 SSD  3.0051625E-05 
   5000659     -1.1778599E-04 
   5000659 SSD  2.6542634E-04 
   5000764      2.1806855E-05 
   5000764 SSD -2.5838788E-05 

 MAXIMUM         2.6543E-04
 AT NODE           5000659

 MINIMUM        -2.4960E-04
 AT NODE           5000508


          INCREMENT NUMBER   30  AT FREQUENCY (CYCLES/TIME) =   790.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      5.4879459E-06 
   5000456 SSD  3.3083511E-05 
   5000508      1.2286091E-04 
   5000508 SSD -1.3286632E-04 
   5000539     -6.1083305E-06 
   5000539 SSD  7.6838041E-05 
   5000553      5.5576093E-06 
   5000553 SSD  3.2493670E-05 
   5000659     -5.3835393E-05 
   5000659 SSD  1.6661820E-04 
   5000764      1.5598987E-05 
   5000764 SSD -5.4311361E-08 

 MAXIMUM         1.6662E-04
 AT NODE           5000659

 MINIMUM        -1.3287E-04
 AT NODE           5000508


          INCREMENT NUMBER   31  AT FREQUENCY (CYCLES/TIME) =   800.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      7.8481664E-06 
   5000456 SSD  3.5721124E-05 
   5000508      9.4088654E-05 
   5000508 SSD -8.6297534E-05 
   5000539      9.1180675E-07 
   5000539 SSD  6.7116233E-05 
   5000553      7.8668853E-06 
   5000553 SSD  3.5309455E-05 
   5000659     -2.7819460E-05 
   5000659 SSD  1.3055599E-04 
   5000764      1.4695244E-05 
   5000764 SSD  1.1713447E-05 

 MAXIMUM         1.3056E-04
 AT NODE           5000659

 MINIMUM        -8.6298E-05
 AT NODE           5000508


          INCREMENT NUMBER   32  AT FREQUENCY (CYCLES/TIME) =   810.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      1.0570040E-05 
   5000456 SSD  3.8946155E-05 
   5000508      7.9982070E-05 
   5000508 SSD -5.9927744E-05 
   5000539      6.1466198E-06 
   5000539 SSD  6.3796073E-05 
   5000553      1.0560293E-05 
   5000553 SSD  3.8626619E-05 
   5000659     -1.2587478E-05 
   5000659 SSD  1.1327866E-04 
   5000764      1.5652955E-05 
   5000764 SSD  1.9761371E-05 

 MAXIMUM         1.1328E-04
 AT NODE           5000659

 MINIMUM        -5.9928E-05
 AT NODE           5000508


          INCREMENT NUMBER   33  AT FREQUENCY (CYCLES/TIME) =   820.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      1.3802846E-05 
   5000456 SSD  4.2872492E-05 
   5000508      7.2537290E-05 
   5000508 SSD -4.1757239E-05 
   5000539      1.0979508E-05 
   5000539 SSD  6.3662169E-05 
   5000553      1.3773541E-05 
   5000553 SSD  4.2607932E-05 
   5000659     -1.5849826E-06 
   5000659 SSD  1.0447954E-04 
   5000764      1.7767006E-05 
   5000764 SSD  2.6667245E-05 

 MAXIMUM         1.0448E-04
 AT NODE           5000659

 MINIMUM        -4.1757E-05
 AT NODE           5000508


          INCREMENT NUMBER   34  AT FREQUENCY (CYCLES/TIME) =   830.00000    
  
  
  
  
                                       N O D E   O U T P U T
  
  
  
  
   THE FOLLOWING TABLE IS PRINTED FOR NODES BELONGING TO NODE SET POR
  
       NODE FOOT-  POR          
            NOTE
  
   5000456      1.7747954E-05 
   5000456 SSD  4.7719032E-05 
   5000508      6.9019320E-05 
   5000508 SSD -2.7292311E-05 
   5000539      1.6056289E-05 
   5000539 SSD  6.5735764E-05 
   5000553      1.7702894E-05 
   5000553 SSD  4.7489683E-05 
   5000659      7.6904614E-06 
